,College Name,Department Name,Academic Career,Plan Description,Academic Year,Headcount,,Projected_Demand,Current_Demand,Future_Demand
430,College of Science,Mathematics,Undergraduate,Major in Mathematics,2020,6,Main,0.33627,3.057,3.39327
431,College of Science,Mathematics,Undergraduate,Major in Mathematics,2020,319,Main,0.33627,3.057,3.39327
432,College of Science,Mathematics,Undergraduate,Major in Mathematics,2020,1,South,0.33627,3.057,3.39327
433,College of Science,Mathematics,Undergraduate,Major in Mathematics,2020,120,Main,0.33627,3.057,3.39327
434,College of Science,Mathematics,Undergraduate,Major in Statistics and Data Science,2020,30,Main,4.248552,38.6232,42.871752
435,College of Science,Mathematics,Undergraduate,Major in Statistics and Data Science,2020,2,Main,4.248552,38.6232,42.871752
436,College of Science,Mathematics,Undergraduate,Major in Statistics and Data Science,2020,89,Main,4.248552,38.6232,42.871752
437,College of Science,Mathematics,Undergraduate,Major in Statistics and Data Science,2020,31,Main,4.248552,38.6232,42.871752
438,College of Science,Mathematics,Undergraduate,Adv High School Math Scholars,2020,9,Community,0.33627,3.057,3.39327
439,College of Science,Molecular and Cellular Biology,Graduate,Doctor of Philosophy in Molecular and Cellular Biology,2020,24,Main,1.870365,37.4073,39.277665
440,College of Science,Molecular and Cellular Biology,Graduate,Master of Science in Molecular and Cellular Biology,2020,4,Main,1.870365,37.4073,39.277665
441,College of Science,Molecular and Cellular Biology,Undergraduate,Major in Molecular and Cellular Biology,2020,449,Main,1.870365,37.4073,39.277665
442,College of Science,Molecular and Cellular Biology,Undergraduate,Major in Molecular and Cellular Biology,2020,101,Main,1.870365,37.4073,39.277665
443,College of Science,Molecular and Cellular Biology,Undergraduate,Molecular&Cellular Bio Hi Sch,2020,149,Community,1.870365,37.4073,39.277665
444,College of Science,Physics,Graduate,Doctor of Philosophy in Physics,2020,108,Main,1.9533425,22.9805,24.9338425
445,College of Science,Physics,Graduate,Master of Science in Physics,2020,7,Main,1.9533425,22.9805,24.9338425
446,College of Science,Physics,Graduate,Professional Science Masters in Medical Physics,2020,2,Main,23.987304,218.0664,242.053704
447,College of Science,Physics,Undergraduate,Major in Applied Physics,2020,12,Main,1.9533425,22.9805,24.9338425
448,College of Science,Physics,Undergraduate,Major in Applied Physics,2020,2,Main,1.9533425,22.9805,24.9338425
449,College of Science,Physics,Undergraduate,Major in Physics,2020,6,Main,1.9533425,22.9805,24.9338425
450,College of Science,Physics,Undergraduate,Major in Physics,2020,246,Main,1.9533425,22.9805,24.9338425
451,College of Science,Physics,Undergraduate,Major in Physics,2020,74,Main,1.9533425,22.9805,24.9338425
452,College of Science,Planetary Sciences,Graduate,Doctor of Philosophy in Planetary Sciences,2020,40,Main,0.59059,11.8118,12.40239
453,College of Science,Planetary Sciences,Graduate,Master of Science in Planetary Sciences,2020,2,Main,0.59059,11.8118,12.40239
454,College of Science,Psychology,Graduate,Doctor of Philosophy in Psychology,2020,86,Main,13.719618,124.7238,138.443418
455,College of Science,Psychology,Graduate,Master of Arts in Psychology,2020,33,Main,13.719618,124.7238,138.443418
456,College of Science,Psychology,Undergraduate,Major in Psychological Science,2020,215,Main,1.995246,18.1386,20.133846
457,College of Science,Psychology,Undergraduate,Major in Psychological Science,2020,5,Main,1.995246,18.1386,20.133846
458,College of Science,Psychology,Undergraduate,Major in Psychology,2020,1387,Main,1.995246,18.1386,20.133846
459,College of Science,Psychology,Undergraduate,Major in Psychology,2020,316,Online,1.995246,18.1386,20.133846
460,College of Science,Psychology,Undergraduate,Major in Psychology,2020,37,South,1.995246,18.1386,20.133846
461,College of Science,Psychology,Undergraduate,Major in Psychology,2020,65,Main,1.995246,18.1386,20.133846
462,College of Science,Psychology,Undergraduate,Major in Psychology,2020,1,Online,1.995246,18.1386,20.133846
463,College of Science,Psychology,Undergraduate,Major in Psychology,2020,64,Main,1.995246,18.1386,20.133846
464,College of Science,Psychology,Undergraduate,Major in Psychology,2020,13,Main,1.995246,18.1386,20.133846
465,College of Science,Psychology,Undergraduate,Pre-Psychological Science,2020,508,Main,1.995246,18.1386,20.133846
466,College of Science,Sch of Mind Brain & Behavior,Undergraduate,Major in Neuroscience and Cognitive Science,2020,231,Main,1.995246,18.1386,20.133846
467,College of Science,Sch of Mind Brain & Behavior,Undergraduate,Major in Neuroscience and Cognitive Science,2020,6,Main,1.995246,18.1386,20.133846
468,College of Science,Sch of Mind Brain & Behavior,Undergraduate,Pre-Neuroscience and Cognitive Science,2020,420,Main,1.995246,18.1386,20.133846
469,College of Science,Science Administration,Undergraduate,Community Science Scholars,2020,1,Community,12.142988,110.3908,122.533788
470,College of Science,Science Administration,Undergraduate,No Major Selected Science,2020,95,Main,2.696628,24.5148,27.211428
471,College of Science,Speech Language & Hearing Sci,Graduate,Doctor of Audiology,2020,40,Main,1.169168,10.6288,11.797968
472,College of Science,Speech Language & Hearing Sci,Graduate,"Doctor of Philosophy in Speech, Language and Hearing Sciences",2020,14,Main,1.955408,23.0048,24.960208
473,College of Science,Speech Language & Hearing Sci,Graduate,Bilingual Audiology,2020,2,Main,1.169168,10.6288,11.797968
474,College of Science,Speech Language & Hearing Sci,Graduate,Bilingual Speech-Language Pathology,2020,29,Main,1.169168,10.6288,11.797968
475,College of Science,Speech Language & Hearing Sci,Graduate,"Master of Science in Speech, Language and Hearing Sciences",2020,64,Main,1.169168,10.6288,11.797968
476,College of Science,Speech Language & Hearing Sci,Undergraduate,"Major in Speech, Language and Hearing Sciences",2020,228,Main,1.169168,10.6288,11.797968
477,College of Science,Speech Language & Hearing Sci,Undergraduate,"Major in Speech, Language and Hearing Sciences",2020,1,Main,1.169168,10.6288,11.797968
478,College of Social & Behav Sci,AZ Center for Judaic Studies,Undergraduate,Major in Judaic Studies,2020,5,Main,1.955408,23.0048,24.960208
479,College of Social & Behav Sci,AZ Center for Judaic Studies,Undergraduate,Major in Judaic Studies,2020,2,Main,1.955408,23.0048,24.960208
480,College of Social & Behav Sci,American Indian Studies Prog,Undergraduate,Major in American Indian Studies,2020,12,Main,0.8228,9.6772,10.5
481,College of Social & Behav Sci,American Indian Studies Prog,Undergraduate,Major in American Indian Studies,2020,6,Main,0.8228,9.6772,10.5
482,College of Social & Behav Sci,College of Social & Behav Sci,Graduate,Human Rights Practice,2020,4,Online,0.94707,11.142,12.08907
483,College of Social & Behav Sci,College of Social & Behav Sci,Graduate,Master of Arts in Human Rights Practice,2020,63,Online,0.94707,11.142,12.08907
484,College of Social & Behav Sci,College of Social & Behav Sci,Undergraduate,Major in Global Studies,2020,14,Main,0.200875,4.0175,4.218375
485,College of Social & Behav Sci,College of Social & Behav Sci,Undergraduate,Major in Global Studies,2020,1,Main,0.200875,4.0175,4.218375
486,College of Social & Behav Sci,College of Social & Behav Sci,Undergraduate,Major in Global Studies,2020,94,Main,0.200875,4.0175,4.218375
487,College of Social & Behav Sci,College of Social & Behav Sci,Undergraduate,Major in Global Studies,2020,1,Main,0.200875,4.0175,4.218375
488,College of Social & Behav Sci,College of Social & Behav Sci,Undergraduate,Major in Global Studies,2020,20,Main,0.200875,4.0175,4.218375
489,College of Social & Behav Sci,Communication,Graduate,Doctor of Philosophy in Communication,2020,17,Main,13.130194,119.3654,132.495594
490,College of Social & Behav Sci,Communication,Graduate,Master of Arts in Communication,2020,11,Main,13.130194,119.3654,132.495594
491,College of Social & Behav Sci,Communication,Undergraduate,Major in Communication,2020,950,Main,13.130194,119.3654,132.495594
492,College of Social & Behav Sci,Communication,Undergraduate,Major in Communication,2020,119,Online,13.130194,119.3654,132.495594
493,College of Social & Behav Sci,Communication,Undergraduate,Major in Communication,2020,32,Main,13.130194,119.3654,132.495594
494,College of Social & Behav Sci,Communication,Undergraduate,Major in Communication,2020,1,Online,13.130194,119.3654,132.495594
495,College of Social & Behav Sci,English,Graduate,Doctor of Philosophy in English,2020,47,Main,2.763485,55.2697,58.033185
496,College of Social & Behav Sci,English,Graduate,"Doctor of Philosophy in Rhetoric, Composition and Teaching of English",2020,38,Main,2.763485,55.2697,58.033185
497,College of Social & Behav Sci,English,Graduate,Teaching English as a Second or Foreign Language,2020,3,Online,2.763485,55.2697,58.033185
498,College of Social & Behav Sci,English,Graduate,Master of Arts in English,2020,8,Main,2.763485,55.2697,58.033185
499,College of Social & Behav Sci,English,Graduate,"Master of Arts in Rhetoric, Composition and Teaching of English",2020,7,Main,2.763485,55.2697,58.033185
500,College of Social & Behav Sci,English,Graduate,Master of Arts in Teaching English as a Second Language,2020,18,Main,2.763485,55.2697,58.033185
501,College of Social & Behav Sci,English,Graduate,Master of Fine Arts in Creative Writing,2020,36,Main,2.763485,55.2697,58.033185
502,College of Social & Behav Sci,English,Undergraduate,Major in Creative Writing,2020,189,Main,2.763485,55.2697,58.033185
503,College of Social & Behav Sci,English,Undergraduate,Major in Creative Writing,2020,68,Main,2.763485,55.2697,58.033185
504,College of Social & Behav Sci,English,Undergraduate,Major in English,2020,255,Main,2.763485,55.2697,58.033185
505,College of Social & Behav Sci,English,Undergraduate,Major in English,2020,6,South,2.763485,55.2697,58.033185
506,College of Social & Behav Sci,English,Undergraduate,Major in English,2020,36,Main,2.763485,55.2697,58.033185
507,College of Social & Behav Sci,English,Undergraduate,Professional and Technical Writing,2020,26,Main,2.763485,55.2697,58.033185
508,College of Social & Behav Sci,English,Undergraduate,Professional and Technical Writing,2020,1,Online,2.763485,55.2697,58.033185
509,College of Social & Behav Sci,Gender and Womens Studies,Graduate,Doctor of Philosophy in Gender & Women's Studies,2020,17,Main,3.244395,64.8879,68.132295
510,College of Social & Behav Sci,Gender and Womens Studies,Graduate,Gender & Women's Studies,2020,2,Main,3.244395,64.8879,68.132295
511,College of Social & Behav Sci,Gender and Womens Studies,Graduate,Master of Arts in Gender & Women's Studies,2020,1,Main,3.244395,64.8879,68.132295
512,College of Social & Behav Sci,Gender and Womens Studies,Undergraduate,Major in Gender & Women's Studies,2020,30,Main,3.244395,64.8879,68.132295
513,College of Social & Behav Sci,Gender and Womens Studies,Undergraduate,Major in Gender & Women's Studies,2020,14,Main,3.244395,64.8879,68.132295
514,College of Social & Behav Sci,History,Graduate,Doctor of Philosophy in History,2020,38,Main,3.244395,64.8879,68.132295
515,College of Social & Behav Sci,History,Graduate,Master of Arts in History,2020,10,Main,0.09171,1.8342,1.92591
516,College of Social & Behav Sci,History,Undergraduate,Major in History,2020,238,Main,0.09171,1.8342,1.92591
517,College of Social & Behav Sci,History,Undergraduate,Major in History,2020,63,Online,0.09171,1.8342,1.92591
518,College of Social & Behav Sci,History,Undergraduate,Major in History,2020,3,South,0.09171,1.8342,1.92591
519,College of Social & Behav Sci,History,Undergraduate,Major in History,2020,30,Main,0.09171,1.8342,1.92591
520,College of Social & Behav Sci,History,Undergraduate,Major in History,2020,1,Online,0.09171,1.8342,1.92591
521,College of Social & Behav Sci,Journalism,Graduate,Master of Arts in Journalism,2020,26,Main,1.24038,24.8076,26.04798
522,College of Social & Behav Sci,Journalism,Undergraduate,Major in Journalism,2020,375,Main,1.24038,24.8076,26.04798
523,College of Social & Behav Sci,Journalism,Undergraduate,Major in Journalism,2020,24,Main,1.24038,24.8076,26.04798
524,College of Social & Behav Sci,Latin American Area Center,Graduate,Master of Arts in Latin American Studies,2020,22,Main,0.8228,9.6772,10.5
525,College of Social & Behav Sci,Latin American Area Center,Undergraduate,Major in Latin American Studies,2020,10,Main,0.8228,9.6772,10.5
526,College of Social & Behav Sci,Latin American Area Center,Undergraduate,Major in Latin American Studies,2020,13,Main,0.8228,9.6772,10.5
527,College of Social & Behav Sci,Linguistics,Graduate,Doctor of Philosophy in Anthropology and Linguistics,2020,6,Main,0.3713395,4.3687,4.7400395
528,College of Social & Behav Sci,Linguistics,Graduate,Doctor of Philosophy in Linguistics,2020,51,Main,2.763485,55.2697,58.033185
529,College of Social & Behav Sci,Linguistics,Graduate,Master of Arts in Linguistics,2020,15,Main,2.763485,55.2697,58.033185
530,College of Social & Behav Sci,Linguistics,Graduate,Master of Science in Human Language Technology,2020,14,Main,2.763485,55.2697,58.033185
531,College of Social & Behav Sci,Linguistics,Undergraduate,Major in Linguistics,2020,113,Main,2.763485,55.2697,58.033185
532,College of Social & Behav Sci,Linguistics,Undergraduate,Major in Linguistics,2020,11,Main,2.763485,55.2697,58.033185
533,College of Social & Behav Sci,Mexican American Studies,Graduate,Doctor of Philosophy in Mexican American Studies,2020,13,Main,0.8228,9.6772,10.5
534,College of Social & Behav Sci,Mexican American Studies,Graduate,Master of Science in Mexican American Studies,2020,6,Main,0.8228,9.6772,10.5
535,College of Social & Behav Sci,Mexican American Studies,Undergraduate,Major in Mexican American Studies,2020,19,Main,0.8228,9.6772,10.5
536,College of Social & Behav Sci,Mexican American Studies,Undergraduate,Major in Mexican American Studies,2020,10,Main,0.8228,9.6772,10.5
537,College of Social & Behav Sci,Philosophy,Graduate,Doctor of Philosophy in Philosophy,2020,43,Main,1.955408,23.0048,24.960208
538,College of Social & Behav Sci,Philosophy,Graduate,Master of Arts in Philosophy,2020,6,Main,1.955408,23.0048,24.960208
539,College of Social & Behav Sci,Philosophy,Undergraduate,Major in Philosophy,2020,91,Main,1.955408,23.0048,24.960208
540,College of Social & Behav Sci,Philosophy,Undergraduate,Major in Philosophy,2020,27,Online,1.955408,23.0048,24.960208
541,College of Social & Behav Sci,Philosophy,Undergraduate,Major in Philosophy,2020,21,Main,1.955408,23.0048,24.960208
542,College of Social & Behav Sci,Philosophy,Undergraduate,Major in Philosophy,2020,3,Online,1.955408,23.0048,24.960208
543,College of Social & Behav Sci,Philosophy,Undergraduate,Philosophy High School,2020,124,Community,1.955408,23.0048,24.960208
544,College of Social & Behav Sci,Political Economy & Moral Sci,Undergraduate,"Major in Philosophy, Politics, Economics and Law",2020,164,Main,1.955408,23.0048,24.960208
545,College of Social & Behav Sci,Political Economy & Moral Sci,Undergraduate,"Major in Philosophy, Politics, Economics and Law",2020,6,Main,1.955408,23.0048,24.960208
546,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Doctor of Philosophy in Geography,2020,44,Main,1.955408,23.0048,24.960208
547,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Geographic Information Science,2020,9,Main,31.6892835,372.8151,404.5043835
548,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Professional Geographic Information Systems Technology,2020,1,Main,31.6892835,372.8151,404.5043835
549,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Professional Geographic Information Systems Technology,2020,6,Online,31.6892835,372.8151,404.5043835
550,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Water Policy,2020,2,Main,2.40955,48.191,50.60055
551,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Master of Arts in Geography,2020,11,Main,0.04015,1.606,1.64615
552,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Master of Science in Geographic Information Systems Technology,2020,34,Main,31.6892835,372.8151,404.5043835
553,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Master of Science in Geographic Information Systems Technology,2020,78,Online,31.6892835,372.8151,404.5043835
554,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Geographic Information Systems Technology,2020,119,Online,31.6892835,372.8151,404.5043835
555,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Environmental Studies,2020,97,Main,1.3735575,16.1595,17.5330575
556,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Environmental Studies,2020,13,Main,1.3735575,16.1595,17.5330575
557,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,20,Main,0.04015,1.606,1.64615
558,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,3,Main,0.04015,1.606,1.64615
559,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,46,Main,0.04015,1.606,1.64615
560,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,1,Main,0.04015,1.606,1.64615
561,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Urban and Regional Development,2020,232,Main,3.133845,28.4895,31.623345
562,College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Urban and Regional Development,2020,3,Main,3.133845,28.4895,31.623345
563,College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Doctor of Philosophy in Middle Eastern and North African Studies,2020,25,Main,0.8228,9.6772,10.5
564,College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Doctor of Philosophy in Near Eastern Studies,2020,2,Main,0.8228,9.6772,10.5
565,College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Middle Eastern Culture and Pedagogy,2020,4,Main,0.8228,9.6772,10.5
566,College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Master of Arts in Middle Eastern and North African Studies,2020,11,Main,0.8228,9.6772,10.5
567,College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Arabic,2020,27,Main,0.8228,9.6772,10.5
568,College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Arabic,2020,27,Main,0.8228,9.6772,10.5
569,College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Middle Eastern and North African Studies,2020,9,Main,0.8228,9.6772,10.5
570,College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Middle Eastern and North African Studies,2020,8,Main,0.8228,9.6772,10.5
571,College of Social & Behav Sci,School of Anthropology,Graduate,Doctor of Philosophy in Anthropology,2020,87,Main,0.3713395,4.3687,4.7400395
572,College of Social & Behav Sci,School of Anthropology,Graduate,Master of Arts in Anthropology,2020,20,Main,0.3713395,4.3687,4.7400395
573,College of Social & Behav Sci,School of Anthropology,Graduate,Masters in Development Practice,2020,20,Main,0.3713395,4.3687,4.7400395
574,College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,151,Main,0.3713395,4.3687,4.7400395
575,College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,1,South,0.3713395,4.3687,4.7400395
576,College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,21,Main,0.3713395,4.3687,4.7400395
577,College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,73,Main,0.3713395,4.3687,4.7400395
578,College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,3,Main,0.3713395,4.3687,4.7400395
579,College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Doctor of Philosophy in Government and Public Policy,2020,34,Main,8.1,162,170.1
580,College of Social & Behav Sci,School of Govt & Public Policy,Graduate,International Security Studies,2020,6,Online,12.11672,110.152,122.26872
581,College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Arts in Government and Public Policy,2020,1,Main,8.1,162,170.1
582,College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Arts in International Security,2020,140,Online,12.11672,110.152,122.26872
583,College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Public Administration,2020,63,Main,8.1,162,170.1
584,College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Public Policy,2020,16,Main,8.1,162,170.1
585,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Criminal Justice Studies,2020,765,Main,0.94707,11.142,12.08907
586,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Criminal Justice Studies,2020,8,Main,0.94707,11.142,12.08907
587,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,131,Distance,0.3744375,14.9775,15.3519375
588,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,632,Main,0.3744375,14.9775,15.3519375
589,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,167,Online,0.3744375,14.9775,15.3519375
590,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,64,Main,0.3744375,14.9775,15.3519375
591,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,3,Online,0.3744375,14.9775,15.3519375
592,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Political Science,2020,669,Main,0.35271,7.0542,7.40691
593,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Political Science,2020,86,Main,0.35271,7.0542,7.40691
594,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Public Management and Policy,2020,106,Main,8.1,162,170.1
595,College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Public Management and Policy,2020,25,Main,8.1,162,170.1
596,College of Social & Behav Sci,School of Information,Graduate,Doctor of Philosophy in Information,2020,16,Main,16.05614,321.1228,337.17894
597,College of Social & Behav Sci,School of Information,Graduate,Archival Studies,2020,5,Main,0.355232,4.1792,4.534432
598,College of Social & Behav Sci,School of Information,Graduate,Archival Studies,2020,16,Online,0.355232,4.1792,4.534432
599,College of Social & Behav Sci,School of Information,Graduate,Digital Information Management,2020,2,Main,0,1.6248,1.6248
600,College of Social & Behav Sci,School of Information,Graduate,Digital Information Management,2020,2,Online,0,1.6248,1.6248
601,College of Social & Behav Sci,School of Information,Graduate,Instruction and Teaching for Librarians and Information Professionals,2020,1,Online,3.985875,79.7175,83.703375
602,College of Social & Behav Sci,School of Information,Graduate,Law Librarianship,2020,1,Main,3.985875,79.7175,83.703375
603,College of Social & Behav Sci,School of Information,Graduate,Medical and Community Health Information,2020,1,Main,44.539418,404.9038,449.443218
604,College of Social & Behav Sci,School of Information,Graduate,Medical and Community Health Information,2020,1,Online,44.539418,404.9038,449.443218
605,College of Social & Behav Sci,School of Information,Graduate,Master of Arts in Library and Information Science,2020,83,Main,-0.4982,24.91,24.4118
606,College of Social & Behav Sci,School of Information,Graduate,Master of Arts in Library and Information Science,2020,163,Online,-0.4982,24.91,24.4118
607,College of Social & Behav Sci,School of Information,Graduate,Master of Science in Information,2020,19,Main,16.05614,321.1228,337.17894
608,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,255,Main,16.05614,321.1228,337.17894
609,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,84,Online,16.05614,321.1228,337.17894
610,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,55,Main,16.05614,321.1228,337.17894
611,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,2,Online,16.05614,321.1228,337.17894
612,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Arts,2020,69,Main,16.05614,321.1228,337.17894
613,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Arts,2020,3,Main,16.05614,321.1228,337.17894
614,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Technology,2020,261,Main,16.05614,321.1228,337.17894
615,College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Technology,2020,21,Main,16.05614,321.1228,337.17894
616,College of Social & Behav Sci,Social & Behavioral Sci Admin,Graduate,Computational Social Sciences,2020,24,Main,1.58613,31.7226,33.30873
617,College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,Major in Food Studies,2020,18,Main,0.48975,9.795,10.28475
618,College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,Major in Food Studies,2020,2,Main,0.48975,9.795,10.28475
619,College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,Jump Start High School,2020,2,Community,0.17769,7.1076,7.28529
620,College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,No Major Selected Soc Beh Sci,2020,125,Main,0.17769,7.1076,7.28529
621,College of Social & Behav Sci,Sociology,Graduate,Doctor of Philosophy in Sociology,2020,45,Main,0.2092275,2.4615,2.6707275
622,College of Social & Behav Sci,Sociology,Graduate,Master of Arts in Sociology,2020,9,Main,0.2092275,2.4615,2.6707275
623,College of Social & Behav Sci,Sociology,Undergraduate,"Major in Care, Health and Society",2020,346,Main,15.36975,139.725,155.09475
624,College of Social & Behav Sci,Sociology,Undergraduate,"Major in Care, Health and Society",2020,91,Online,15.36975,139.725,155.09475
625,College of Social & Behav Sci,Sociology,Undergraduate,"Major in Care, Health and Society",2020,2,Main,15.36975,139.725,155.09475
626,College of Social & Behav Sci,Sociology,Undergraduate,Major in Sociology,2020,183,Main,0.2092275,2.4615,2.6707275
627,College of Social & Behav Sci,Sociology,Undergraduate,Major in Sociology,2020,20,Main,0.2092275,2.4615,2.6707275
628,Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,Major in General Studies,2020,13,Distance,0.822562,9.6772,10.499762
629,Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,Major in General Studies,2020,564,Main,0.822562,9.6772,10.499762
630,Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,Major in General Studies,2020,235,Online,0.822562,9.6772,10.499762
631,Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,No Major Selected Ltr Art Sci,2020,1436,Main,0.822562,9.6772,10.499762
632,Eller College of Management,Economics,Graduate,Doctor of Philosophy in Economics,2020,47,Main,1.862469,21.9114,23.773869
633,Eller College of Management,Economics,Graduate,Master of Arts in Economics,2020,4,Main,1.862469,21.9114,23.773869
634,Eller College of Management,Economics,Graduate,Master of Science in Econometrics and Quantitative Economics,2020,14,Main,1.862469,21.9114,23.773869
635,Eller College of Management,Economics,Undergraduate,Major in Business Economics,2020,117,Main,1.862469,21.9114,23.773869
636,Eller College of Management,Economics,Undergraduate,Major in Business Economics,2020,8,Main,1.862469,21.9114,23.773869
637,Eller College of Management,Economics,Undergraduate,Major in Economics,2020,385,Main,1.862469,21.9114,23.773869
638,Eller College of Management,Economics,Undergraduate,Major in Economics,2020,19,Main,1.862469,21.9114,23.773869
639,Eller College of Management,Economics,Undergraduate,Major in Pre-Economics,2020,6,Main,0.10707,2.1414,2.24847
640,Eller College of Management,Economics,Undergraduate,Pre-Economics,2020,238,Main,0.10707,2.1414,2.24847
641,Eller College of Management,Eller Administration,Undergraduate,Major in Business Administration,2020,100,Distance,40.06104,801.2208,841.28184
642,Eller College of Management,Eller Administration,Undergraduate,Major in Business Administration,2020,3,Main,40.06104,801.2208,841.28184
643,Eller College of Management,Eller Administration,Undergraduate,Major in Business Administration,2020,134,Online,40.06104,801.2208,841.28184
644,Eller College of Management,Eller Administration,Undergraduate,Pre-Business,2020,70,Distance,9.974448,90.6768,100.651248
645,Eller College of Management,Eller Administration,Undergraduate,Pre-Business,2020,3690,Main,9.974448,90.6768,100.651248
646,Eller College of Management,Eller Administration,Undergraduate,Pre-Business,2020,335,Online,9.974448,90.6768,100.651248
647,Eller College of Management,Eller College of Management,Graduate,Master of Science in Entrepreneurship,2020,17,Online,9.974448,90.6768,100.651248
648,Eller College of Management,Eller College of Management,Undergraduate,Major in Entrepreneurship,2020,58,Main,9.974448,90.6768,100.651248
649,Eller College of Management,Finance,Graduate,Master of Science in Finance,2020,37,Main,92.076006,837.0546,929.130606
650,Eller College of Management,Finance,Undergraduate,Major in Finance,2020,438,Main,92.076006,837.0546,929.130606
651,Eller College of Management,Finance,Undergraduate,Major in Finance,2020,19,Main,92.076006,837.0546,929.130606
652,Eller College of Management,Finance,Undergraduate,Finance,2020,1,Main,92.076006,837.0546,929.130606
653,Eller College of Management,Karl Eller Grad School of Mgmt,Graduate,Master of Business Administration,2020,140,Main,40.06104,801.2208,841.28184
654,Eller College of Management,Karl Eller Grad School of Mgmt,Graduate,Master of Business Administration,2020,246,Online,40.06104,801.2208,841.28184
655,Eller College of Management,Karl Eller Grad School of Mgmt,Graduate,Master of Business Administration,2020,110,Phoenix,40.06104,801.2208,841.28184
