College Name,Department Name,Academic Career,Plan Description,Academic Year,Headcount,Campus,Demand
College of Social & Behav Sci,Philosophy,Undergraduate,Philosophy High School,2020,124,Community,24.960208
College of Social & Behav Sci,Political Economy & Moral Sci,Undergraduate,"Major in Philosophy, Politics, Economics and Law",2020,164,Main,24.960208
College of Social & Behav Sci,Political Economy & Moral Sci,Undergraduate,"Major in Philosophy, Politics, Economics and Law",2020,6,Main,24.960208
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Doctor of Philosophy in Geography,2020,44,Main,24.960208
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Geographic Information Science,2020,9,Main,404.5043835
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Professional Geographic Information Systems Technology,2020,1,Main,404.5043835
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Professional Geographic Information Systems Technology,2020,6,Online,404.5043835
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Water Policy,2020,2,Main,50.60055
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Master of Arts in Geography,2020,11,Main,1.64615
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Master of Science in Geographic Information Systems Technology,2020,34,Main,404.5043835
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Graduate,Master of Science in Geographic Information Systems Technology,2020,78,Online,404.5043835
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Geographic Information Systems Technology,2020,119,Online,404.5043835
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Environmental Studies,2020,97,Main,17.5330575
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Environmental Studies,2020,13,Main,17.5330575
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,20,Main,1.64615
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,3,Main,1.64615
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,46,Main,1.64615
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Geography,2020,1,Main,1.64615
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Urban and Regional Development,2020,232,Main,31.623345
College of Social & Behav Sci,"Sch Geography, Dev & Environ",Undergraduate,Major in Urban and Regional Development,2020,3,Main,31.623345
College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Doctor of Philosophy in Middle Eastern and North African Studies,2020,25,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Doctor of Philosophy in Near Eastern Studies,2020,2,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Middle Eastern Culture and Pedagogy,2020,4,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Graduate,Master of Arts in Middle Eastern and North African Studies,2020,11,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Arabic,2020,27,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Arabic,2020,27,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Middle Eastern and North African Studies,2020,9,Main,10.5
College of Social & Behav Sci,Sch Middle E/N African Studies,Undergraduate,Major in Middle Eastern and North African Studies,2020,8,Main,10.5
College of Social & Behav Sci,School of Anthropology,Graduate,Doctor of Philosophy in Anthropology,2020,87,Main,4.7400395
College of Social & Behav Sci,School of Anthropology,Graduate,Master of Arts in Anthropology,2020,20,Main,4.7400395
College of Social & Behav Sci,School of Anthropology,Graduate,Masters in Development Practice,2020,20,Main,4.7400395
College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,151,Main,4.7400395
College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,1,South,4.7400395
College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,21,Main,4.7400395
College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,73,Main,4.7400395
College of Social & Behav Sci,School of Anthropology,Undergraduate,Major in Anthropology,2020,3,Main,4.7400395
College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Doctor of Philosophy in Government and Public Policy,2020,34,Main,170.1
College of Social & Behav Sci,School of Govt & Public Policy,Graduate,International Security Studies,2020,6,Online,122.26872
College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Arts in Government and Public Policy,2020,1,Main,170.1
College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Arts in International Security,2020,140,Online,122.26872
College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Public Administration,2020,63,Main,170.1
College of Social & Behav Sci,School of Govt & Public Policy,Graduate,Master of Public Policy,2020,16,Main,170.1
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Criminal Justice Studies,2020,765,Main,12.08907
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Criminal Justice Studies,2020,8,Main,12.08907
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,131,Distance,15.3519375
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,632,Main,15.3519375
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,167,Online,15.3519375
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,64,Main,15.3519375
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Law,2020,3,Online,15.3519375
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Political Science,2020,669,Main,7.40691
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Political Science,2020,86,Main,7.40691
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Public Management and Policy,2020,106,Main,170.1
College of Social & Behav Sci,School of Govt & Public Policy,Undergraduate,Major in Public Management and Policy,2020,25,Main,170.1
College of Social & Behav Sci,School of Information,Graduate,Doctor of Philosophy in Information,2020,16,Main,337.17894
College of Social & Behav Sci,School of Information,Graduate,Archival Studies,2020,5,Main,4.534432
College of Social & Behav Sci,School of Information,Graduate,Archival Studies,2020,16,Online,4.534432
College of Social & Behav Sci,School of Information,Graduate,Digital Information Management,2020,2,Main,1.6248
College of Social & Behav Sci,School of Information,Graduate,Digital Information Management,2020,2,Online,1.6248
College of Social & Behav Sci,School of Information,Graduate,Instruction and Teaching for Librarians and Information Professionals,2020,1,Online,83.703375
College of Social & Behav Sci,School of Information,Graduate,Law Librarianship,2020,1,Main,83.703375
College of Social & Behav Sci,School of Information,Graduate,Medical and Community Health Information,2020,1,Main,449.443218
College of Social & Behav Sci,School of Information,Graduate,Medical and Community Health Information,2020,1,Online,449.443218
College of Social & Behav Sci,School of Information,Graduate,Master of Arts in Library and Information Science,2020,83,Main,24.4118
College of Social & Behav Sci,School of Information,Graduate,Master of Arts in Library and Information Science,2020,163,Online,24.4118
College of Social & Behav Sci,School of Information,Graduate,Master of Science in Information,2020,19,Main,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,255,Main,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,84,Online,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,55,Main,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science & eSociety,2020,2,Online,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Arts,2020,69,Main,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Arts,2020,3,Main,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Technology,2020,261,Main,337.17894
College of Social & Behav Sci,School of Information,Undergraduate,Major in Information Science and Technology,2020,21,Main,337.17894
College of Social & Behav Sci,Social & Behavioral Sci Admin,Graduate,Computational Social Sciences,2020,24,Main,33.30873
College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,Major in Food Studies,2020,18,Main,10.28475
College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,Major in Food Studies,2020,2,Main,10.28475
College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,Jump Start High School,2020,2,Community,7.28529
College of Social & Behav Sci,Social & Behavioral Sci Admin,Undergraduate,No Major Selected Soc Beh Sci,2020,125,Main,7.28529
College of Social & Behav Sci,Sociology,Graduate,Doctor of Philosophy in Sociology,2020,45,Main,2.6707275
College of Social & Behav Sci,Sociology,Graduate,Master of Arts in Sociology,2020,9,Main,2.6707275
College of Social & Behav Sci,Sociology,Undergraduate,"Major in Care, Health and Society",2020,346,Main,155.09475
College of Social & Behav Sci,Sociology,Undergraduate,"Major in Care, Health and Society",2020,91,Online,155.09475
College of Social & Behav Sci,Sociology,Undergraduate,"Major in Care, Health and Society",2020,2,Main,155.09475
College of Social & Behav Sci,Sociology,Undergraduate,Major in Sociology,2020,183,Main,2.6707275
College of Social & Behav Sci,Sociology,Undergraduate,Major in Sociology,2020,20,Main,2.6707275
Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,Major in General Studies,2020,13,Distance,10.499762
Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,Major in General Studies,2020,564,Main,10.499762
Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,Major in General Studies,2020,235,Online,10.499762
Colleges of Letters Arts & Sci,Colleges of Letters Arts & Sci,Undergraduate,No Major Selected Ltr Art Sci,2020,1436,Main,10.499762
Eller College of Management,Economics,Graduate,Doctor of Philosophy in Economics,2020,47,Main,23.773869
Eller College of Management,Economics,Graduate,Master of Arts in Economics,2020,4,Main,23.773869
Eller College of Management,Economics,Graduate,Master of Science in Econometrics and Quantitative Economics,2020,14,Main,23.773869
Eller College of Management,Economics,Undergraduate,Major in Business Economics,2020,117,Main,23.773869
Eller College of Management,Economics,Undergraduate,Major in Business Economics,2020,8,Main,23.773869
Eller College of Management,Economics,Undergraduate,Major in Economics,2020,385,Main,23.773869
Eller College of Management,Economics,Undergraduate,Major in Economics,2020,19,Main,23.773869
Eller College of Management,Economics,Undergraduate,Major in Pre-Economics,2020,6,Main,2.24847
Eller College of Management,Economics,Undergraduate,Pre-Economics,2020,238,Main,2.24847
Eller College of Management,Eller Administration,Undergraduate,Major in Business Administration,2020,100,Distance,841.28184
Eller College of Management,Eller Administration,Undergraduate,Major in Business Administration,2020,3,Main,841.28184
Eller College of Management,Eller Administration,Undergraduate,Major in Business Administration,2020,134,Online,841.28184
Eller College of Management,Eller Administration,Undergraduate,Pre-Business,2020,70,Distance,100.651248
Eller College of Management,Eller Administration,Undergraduate,Pre-Business,2020,3690,Main,100.651248
Eller College of Management,Eller Administration,Undergraduate,Pre-Business,2020,335,Online,100.651248
Eller College of Management,Eller College of Management,Graduate,Master of Science in Entrepreneurship,2020,17,Online,100.651248
Eller College of Management,Eller College of Management,Undergraduate,Major in Entrepreneurship,2020,58,Main,100.651248
Eller College of Management,Finance,Graduate,Master of Science in Finance,2020,37,Main,929.130606
Eller College of Management,Finance,Undergraduate,Major in Finance,2020,438,Main,929.130606
Eller College of Management,Finance,Undergraduate,Major in Finance,2020,19,Main,929.130606
Eller College of Management,Finance,Undergraduate,Finance,2020,1,Main,929.130606
Eller College of Management,Karl Eller Grad School of Mgmt,Graduate,Master of Business Administration,2020,140,Main,841.28184
Eller College of Management,Karl Eller Grad School of Mgmt,Graduate,Master of Business Administration,2020,246,Online,841.28184
Eller College of Management,Karl Eller Grad School of Mgmt,Graduate,Master of Business Administration,2020,110,Phoenix,841.28184
Eller College of Management,Management Information Systems,Graduate,Business Intelligence and Analytics,2020,2,Main,404.5043835
Eller College of Management,Management Information Systems,Graduate,Business Intelligence and Analytics,2020,18,Online,404.5043835
Eller College of Management,Management Information Systems,Graduate,Enterprise Information Security,2020,1,Main,122.26872
Eller College of Management,Management Information Systems,Graduate,Enterprise Information Security,2020,4,Online,122.26872
Eller College of Management,Management Information Systems,Graduate,Master of Science in Business Analytics,2020,6,Main,404.5043835
Eller College of Management,Management Information Systems,Graduate,Master of Science in Management Information Systems,2020,136,Main,812.990196
Eller College of Management,Management Information Systems,Graduate,Master of Science in Management Information Systems,2020,106,Online,812.990196
Eller College of Management,Management Information Systems,Undergraduate,Major in Management Information Systems,2020,314,Main,812.990196
Eller College of Management,Management Information Systems,Undergraduate,Major in Management Information Systems,2020,124,Main,812.990196
Eller College of Management,Management Information Systems,Undergraduate,Major in Operations Management,2020,25,Main,812.990196
Eller College of Management,Management Information Systems,Undergraduate,Major in Operations Management,2020,48,Main,812.990196
Eller College of Management,Management and Organizations,Graduate,Doctor of Philosophy in Management,2020,70,Main,812.990196
Eller College of Management,Management and Organizations,Graduate,Masters in Healthcare Management,2020,50,Online,812.990196
Eller College of Management,Management and Organizations,Undergraduate,Major in Business Management,2020,334,Main,812.990196
Eller College of Management,Management and Organizations,Undergraduate,Major in Business Management,2020,16,Main,812.990196
Eller College of Management,Management and Organizations,Undergraduate,Social Innovation,2020,19,Main,122.533788
Eller College of Management,Management and Organizations,Undergraduate,Sports Management,2020,133,Main,26.81035
Eller College of Management,Management and Organizations,Undergraduate,Sports Management,2020,8,Online,26.81035
Eller College of Management,Marketing,Graduate,Master of Science in Marketing,2020,18,Main,404.5043835
Eller College of Management,Marketing,Undergraduate,Major in Marketing,2020,435,Main,404.5043835
Eller College of Management,Marketing,Undergraduate,Major in Marketing,2020,14,Main,404.5043835
Eller College of Management,School of Accountancy,Graduate,Accounting,2020,24,Online,1054.116
Eller College of Management,School of Accountancy,Graduate,Master of Accounting,2020,44,Main,1054.116
Eller College of Management,School of Accountancy,Graduate,Master of Science in Accounting,2020,34,Main,1054.116
Eller College of Management,School of Accountancy,Graduate,Master of Science in Accounting,2020,20,Online,1054.116
Eller College of Management,School of Accountancy,Undergraduate,Major in Accounting,2020,387,Main,1054.116
Eller College of Management,School of Accountancy,Undergraduate,Major in Accounting,2020,5,Main,1054.116
Graduate College,Graduate College Admin,Graduate,Aerospace Engineering,2020,1,Main,79.127335
Graduate College,Graduate College Admin,Graduate,Arizona Biological and Biomedical Sciences Doctoral Program,2020,30,Main,18.5955
Graduate College,Graduate College Admin,Graduate,Art,2020,1,Main,90.328854
Graduate College,Graduate College Admin,Graduate,Finance,2020,2,Main,929.130606
Graduate College,Graduate College Admin,Graduate,Geosciences,2020,1,Main,29.662815
Graduate College,Graduate College Admin,Graduate,Mathematics,2020,1,Main,3.39327
Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,2,Distance,15.3519375
Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,306,Main,15.3519375
Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,203,Online,15.3519375
Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,1,Phoenix,15.3519375
Graduate College,Graduate College Admin,Graduate,Nondegree Seeking,2020,1,South,15.3519375
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in American Indian Studies,2020,22,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Applied Intercultural Arts Research,2020,5,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Applied Mathematics,2020,50,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Arid Lands Resource Sciences,2020,16,Main,15.45012
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Cancer Biology,2020,30,Main,39.277665
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Entomology & Insect Science,2020,20,Main,8.34246
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Genetics,2020,14,Main,39.277665
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Neuroscience,2020,25,Main,945.970921
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Persian and Iranian Studies,2020,3,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Physiological Sciences,2020,24,Main,8.553272
Graduate College,Interdis Graduate Prog Admin,Graduate,Doctor of Philosophy in Second Language Acquisition and Teaching,2020,59,Main,23.484608
Graduate College,Interdis Graduate Prog Admin,Graduate,Major in Statistics,2020,22,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Major in Statistics and Data Science,2020,1,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,American Indian Higher Education,2020,1,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Statistics,2020,4,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Statistics,2020,5,Online,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Statistics and Data Science,2020,1,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Arts in American Indian Studies,2020,3,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Arts in Applied Intercultural Arts Research,2020,1,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Arts in Persian and Iranian Studies,2020,3,Main,10.5
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Applied Mathematics,2020,2,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Entomology & Insect Science,2020,14,Main,8.34246
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Neuroscience,2020,1,Main,945.970921
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Physiological Sciences,2020,22,Main,8.553272
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Statistics,2020,28,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Master of Science in Statistics and Data Science,2020,1,Main,42.871752
Graduate College,Interdis Graduate Prog Admin,Graduate,Professional Science Masters in Applied Biosciences,2020,36,Main,96.08445
Graduate College,"Second Lang Acqsn & Tch, GIDP",Graduate,Language Program Administration,2020,6,Main,23.484608
Honors College,The Honors College,Undergraduate,HNRS Colloquium Exp. High Sch,2020,10,Community,23.484608
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Doctor of Philosophy in Optical Sciences,2020,169,Main,56.3586
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Optical Sciences,2020,2,Main,56.3586
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Optical Sciences,2020,18,Online,56.3586
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Master of Science in Optical Sciences,2020,111,Main,56.3586
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Master of Science in Optical Sciences,2020,77,Online,56.3586
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Graduate,Master of Science in Photonic Communications Engineering,2020,3,Main,56.3586
James C Wyant Coll Optical Sci,James C Wyant Coll Optical Sci,Undergraduate,Major in Optical Sciences & Engineering,2020,123,Main,56.3586
James E Rogers College of Law,James E Rogers College of Law,Law,Major in Indigenous Governance,2020,5,Main,231.3696
James E Rogers College of Law,Law Instruction,Law,Major in Law,2020,373,Main,1046.11332
James E Rogers College of Law,Law Instruction,Law,Scientiae Juridicae Program,2020,18,Main,1046.11332
James E Rogers College of Law,Law Instruction,Law,Major in Law,2020,22,Main,1046.11332
James E Rogers College of Law,Law Instruction,Law,Major in Law,2020,3,Online,1046.11332
James E Rogers College of Law,Law Instruction,Law,Master of Legal Studies,2020,41,Main,184.331484
James E Rogers College of Law,Law Instruction,Law,Master of Legal Studies,2020,177,Online,184.331484
James E Rogers College of Law,Law Instruction,Law,Law Non-Degree Seeking,2020,1,Main,184.331484
Letters Arts & Sci Division,The University of Arizona,Undergraduate,National Student Exchange,2020,2,Main,184.331484
Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,408,Distance,10.38562
Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,225,Main,10.38562
Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,158,Online,10.38562
Letters Arts & Sci Division,The University of Arizona,Undergraduate,Nondegree Seeking,2020,1,South,10.38562
Letters Arts & Sci Division,The University of Arizona,Undergraduate,Study Abroad,2020,19,Main,198.5631375
Letters Arts & Sci Division,The University of Arizona,Undergraduate,Visiting Student,2020,47,Main,198.5631375
Vice Provost Acad Affrs Div,Office of Instruct & Assess,Graduate,College Teaching,2020,54,Main,55.526177
